ID,Pokemon Go,Type1,Type2,HP,Attack,Defense,Level,CP Multiplier,CP
248.0,Tyranitar,Rock,Dark,194.0,215.0,179.0,44,0.81029999,4031
248.0,Tyranitar,Rock,Dark,195.0,216.0,180.0,45,0.81529999,4081
248.0,Tyranitar,Rock,Dark,196.0,218.0,182.0,46,0.82029999,4131
248.0,Tyranitar,Rock,Dark,198.0,219.0,183.0,47,0.82529999,4182
248.0,Tyranitar,Rock,Dark,199.0,220.0,184.0,48,0.83029999,4232
248.0,Tyranitar,Rock,Dark,200.0,222.0,185.0,49,0.83529999,4283
248.0,Tyranitar,Rock,Dark,201.0,223.0,186.0,50,0.84029999,4335
248.0,Tyranitar,Rock,Dark,202.0,224.0,187.0,51,0.84529999,4387
64.0,Shadow Kadabra,Psychic,,12.0,27.0,10.0,1,0.094,29
64.0,Shadow Kadabra,Psychic,,22.0,48.0,18.0,2,0.16639787,91
64.0,Shadow Kadabra,Psychic,,29.0,63.0,24.0,3,0.21573247,153
64.0,Shadow Kadabra,Psychic,,34.0,75.0,28.0,4,0.25572005,215
64.0,Shadow Kadabra,Psychic,,39.0,85.0,32.0,5,0.29024988,277
64.0,Shadow Kadabra,Psychic,,43.0,94.0,36.0,6,0.3210876,339
64.0,Shadow Kadabra,Psychic,,47.0,102.0,39.0,7,0.34921268,402
64.0,Shadow Kadabra,Psychic,,50.0,110.0,42.0,8,0.3752356,464
64.0,Shadow Kadabra,Psychic,,53.0,117.0,44.0,9,0.39956728,526
64.0,Shadow Kadabra,Psychic,,57.0,123.0,47.0,10,0.4225,588
64.0,Shadow Kadabra,Psychic,,59.0,130.0,49.0,11,0.44310755,647
64.0,Shadow Kadabra,Psychic,,62.0,135.0,52.0,12,0.4627984,706
64.0,Shadow Kadabra,Psychic,,65.0,141.0,54.0,13,0.48168495,765
64.0,Shadow Kadabra,Psychic,,67.0,146.0,56.0,14,0.49985844,823
64.0,Shadow Kadabra,Psychic,,69.0,151.0,58.0,15,0.51739395,882
64.0,Shadow Kadabra,Psychic,,72.0,156.0,60.0,16,0.5343543,941
64.0,Shadow Kadabra,Psychic,,74.0,161.0,61.0,17,0.5507927,1000
64.0,Shadow Kadabra,Psychic,,76.0,166.0,63.0,18,0.5667545,1059
64.0,Shadow Kadabra,Psychic,,78.0,170.0,65.0,19,0.5822789,1117
64.0,Shadow Kadabra,Psychic,,80.0,175.0,67.0,20,0.5974,1176
64.0,Shadow Kadabra,Psychic,,82.0,179.0,68.0,21,0.6121573,1235
64.0,Shadow Kadabra,Psychic,,84.0,183.0,70.0,22,0.6265671,1294
64.0,Shadow Kadabra,Psychic,,86.0,187.0,72.0,23,0.64065295,1353
64.0,Shadow Kadabra,Psychic,,88.0,192.0,73.0,24,0.65443563,1412
64.0,Shadow Kadabra,Psychic,,90.0,195.0,75.0,25,0.667934,1471
64.0,Shadow Kadabra,Psychic,,91.0,199.0,76.0,26,0.6811649,1529
64.0,Shadow Kadabra,Psychic,,93.0,203.0,78.0,27,0.69414365,1588
64.0,Shadow Kadabra,Psychic,,95.0,207.0,79.0,28,0.7068842,1647
64.0,Shadow Kadabra,Psychic,,97.0,211.0,80.0,29,0.7193991,1706
64.0,Shadow Kadabra,Psychic,,98.0,214.0,82.0,30,0.7317,1765
64.0,Shadow Kadabra,Psychic,,99.0,216.0,82.0,31,0.7377695,1794
64.0,Shadow Kadabra,Psychic,,100.0,218.0,83.0,32,0.74378943,1824
64.0,Shadow Kadabra,Psychic,,101.0,219.0,84.0,33,0.74976104,1853
64.0,Shadow Kadabra,Psychic,,102.0,221.0,85.0,34,0.7556855,1882
64.0,Shadow Kadabra,Psychic,,102.0,223.0,85.0,35,0.76156384,1912
64.0,Shadow Kadabra,Psychic,,103.0,225.0,86.0,36,0.76739717,1941
64.0,Shadow Kadabra,Psychic,,104.0,226.0,86.0,37,0.7731865,1971
64.0,Shadow Kadabra,Psychic,,105.0,228.0,87.0,38,0.77893275,2000
64.0,Shadow Kadabra,Psychic,,105.0,230.0,88.0,39,0.784637,2029
64.0,Shadow Kadabra,Psychic,,106.0,231.0,88.0,40,0.7903,2059
64.0,Shadow Kadabra,Psychic,,107.0,233.0,89.0,41,0.79530001,2085
64.0,Shadow Kadabra,Psychic,,108.0,234.0,90.0,42,0.8003,2111
64.0,Shadow Kadabra,Psychic,,108.0,236.0,90.0,43,0.8053,2138
64.0,Shadow Kadabra,Psychic,,109.0,237.0,91.0,44,0.81029999,2164
64.0,Shadow Kadabra,Psychic,,110.0,239.0,91.0,45,0.81529999,2191
64.0,Shadow Kadabra,Psychic,,110.0,240.0,92.0,46,0.82029999,2218
64.0,Shadow Kadabra,Psychic,,111.0,242.0,92.0,47,0.82529999,2245
64.0,Shadow Kadabra,Psychic,,112.0,243.0,93.0,48,0.83029999,2273
64.0,Shadow Kadabra,Psychic,,112.0,245.0,93.0,49,0.83529999,2300
64.0,Shadow Kadabra,Psychic,,113.0,246.0,94.0,50,0.84029999,2328
64.0,Shadow Kadabra,Psychic,,114.0,248.0,95.0,51,0.84529999,2355
381.0,Latios,Dragon,Psychic,19.0,26.0,21.0,1,0.094,53
381.0,Latios,Dragon,Psychic,34.0,47.0,37.0,2,0.16639787,169
381.0,Latios,Dragon,Psychic,44.0,61.0,48.0,3,0.21573247,284
381.0,Latios,Dragon,Psychic,52.0,72.0,58.0,4,0.25572005,399
381.0,Latios,Dragon,Psychic,59.0,82.0,65.0,5,0.29024988,514
381.0,Latios,Dragon,Psychic,65.0,90.0,72.0,6,0.3210876,629
381.0,Latios,Dragon,Psychic,71.0,98.0,79.0,7,0.34921268,744
381.0,Latios,Dragon,Psychic,76.0,106.0,85.0,8,0.3752356,859
381.0,Latios,Dragon,Psychic,81.0,113.0,90.0,9,0.39956728,974
381.0,Latios,Dragon,Psychic,86.0,119.0,95.0,10,0.4225,1089
381.0,Latios,Dragon,Psychic,90.0,125.0,100.0,11,0.44310755,1198
381.0,Latios,Dragon,Psychic,94.0,130.0,105.0,12,0.4627984,1307
381.0,Latios,Dragon,Psychic,98.0,136.0,109.0,13,0.48168495,1416
381.0,Latios,Dragon,Psychic,102.0,141.0,113.0,14,0.49985844,1525
381.0,Latios,Dragon,Psychic,106.0,146.0,117.0,15,0.51739395,1634
381.0,Latios,Dragon,Psychic,109.0,151.0,121.0,16,0.5343543,1743
381.0,Latios,Dragon,Psychic,112.0,155.0,125.0,17,0.5507927,1852
381.0,Latios,Dragon,Psychic,116.0,160.0,128.0,18,0.5667545,1960
381.0,Latios,Dragon,Psychic,119.0,164.0,132.0,19,0.5822789,2069
381.0,Latios,Dragon,Psychic,122.0,169.0,135.0,20,0.5974,2178
381.0,Latios,Dragon,Psychic,125.0,173.0,138.0,21,0.6121573,2287
381.0,Latios,Dragon,Psychic,128.0,177.0,142.0,22,0.6265671,2396
381.0,Latios,Dragon,Psychic,131.0,181.0,145.0,23,0.64065295,2505
381.0,Latios,Dragon,Psychic,134.0,185.0,148.0,24,0.65443563,2614
381.0,Latios,Dragon,Psychic,136.0,189.0,151.0,25,0.667934,2723
381.0,Latios,Dragon,Psychic,139.0,192.0,154.0,26,0.6811649,2832
381.0,Latios,Dragon,Psychic,142.0,196.0,157.0,27,0.69414365,2941
381.0,Latios,Dragon,Psychic,144.0,200.0,160.0,28,0.7068842,3050
381.0,Latios,Dragon,Psychic,147.0,203.0,163.0,29,0.7193991,3159
381.0,Latios,Dragon,Psychic,149.0,207.0,166.0,30,0.7317,3268
381.0,Latios,Dragon,Psychic,151.0,208.0,167.0,31,0.7377695,3322
381.0,Latios,Dragon,Psychic,152.0,210.0,168.0,32,0.74378943,3377
381.0,Latios,Dragon,Psychic,153.0,212.0,170.0,33,0.74976104,3431
381.0,Latios,Dragon,Psychic,154.0,213.0,171.0,34,0.7556855,3486
381.0,Latios,Dragon,Psychic,156.0,215.0,172.0,35,0.76156384,3540
381.0,Latios,Dragon,Psychic,157.0,217.0,174.0,36,0.76739717,3595
381.0,Latios,Dragon,Psychic,158.0,218.0,175.0,37,0.7731865,3649
381.0,Latios,Dragon,Psychic,159.0,220.0,176.0,38,0.77893275,3704
381.0,Latios,Dragon,Psychic,160.0,222.0,178.0,39,0.784637,3758
381.0,Latios,Dragon,Psychic,162.0,223.0,179.0,40,0.7903,3812
381.0,Latios,Dragon,Psychic,163.0,225.0,180.0,41,0.79530001,3861
381.0,Latios,Dragon,Psychic,164.0,226.0,181.0,42,0.8003,3910
381.0,Latios,Dragon,Psychic,165.0,227.0,182.0,43,0.8053,3959
381.0,Latios,Dragon,Psychic,166.0,229.0,183.0,44,0.81029999,4008
381.0,Latios,Dragon,Psychic,167.0,230.0,185.0,45,0.81529999,4057
381.0,Latios,Dragon,Psychic,168.0,232.0,186.0,46,0.82029999,4107
381.0,Latios,Dragon,Psychic,169.0,233.0,187.0,47,0.82529999,4158
381.0,Latios,Dragon,Psychic,170.0,234.0,188.0,48,0.83029999,4208
381.0,Latios,Dragon,Psychic,171.0,236.0,189.0,49,0.83529999,4259
381.0,Latios,Dragon,Psychic,172.0,237.0,190.0,50,0.84029999,4310
381.0,Latios,Dragon,Psychic,173.0,239.0,191.0,51,0.84529999,4362
429.0,Shadow Mismagius,Ghost,,15.0,25.0,16.0,1,0.094,37
429.0,Shadow Mismagius,Ghost,,28.0,44.0,28.0,2,0.16639787,115
429.0,Shadow Mismagius,Ghost,,36.0,57.0,36.0,3,0.21573247,194
429.0,Shadow Mismagius,Ghost,,43.0,68.0,43.0,4,0.25572005,273
429.0,Shadow Mismagius,Ghost,,49.0,77.0,49.0,5,0.29024988,352
429.0,Shadow Mismagius,Ghost,,54.0,86.0,54.0,6,0.3210876,431
429.0,Shadow Mismagius,Ghost,,59.0,93.0,59.0,7,0.34921268,510
429.0,Shadow Mismagius,Ghost,,63.0,100.0,64.0,8,0.3752356,589
429.0,Shadow Mismagius,Ghost,,67.0,107.0,68.0,9,0.39956728,668
429.0,Shadow Mismagius,Ghost,,71.0,113.0,72.0,10,0.4225,747
429.0,Shadow Mismagius,Ghost,,75.0,118.0,75.0,11,0.44310755,822
429.0,Shadow Mismagius,Ghost,,78.0,124.0,79.0,12,0.4627984,896
429.0,Shadow Mismagius,Ghost,,81.0,129.0,82.0,13,0.48168495,971
429.0,Shadow Mismagius,Ghost,,84.0,134.0,85.0,14,0.49985844,1046
429.0,Shadow Mismagius,Ghost,,87.0,138.0,88.0,15,0.51739395,1121
429.0,Shadow Mismagius,Ghost,,90.0,143.0,91.0,16,0.5343543,1195
429.0,Shadow Mismagius,Ghost,,93.0,147.0,94.0,17,0.5507927,1270
429.0,Shadow Mismagius,Ghost,,96.0,152.0,96.0,18,0.5667545,1345
429.0,Shadow Mismagius,Ghost,,98.0,156.0,99.0,19,0.5822789,1419
429.0,Shadow Mismagius,Ghost,,101.0,160.0,102.0,20,0.5974,1494
429.0,Shadow Mismagius,Ghost,,104.0,164.0,104.0,21,0.6121573,1569
429.0,Shadow Mismagius,Ghost,,106.0,168.0,107.0,22,0.6265671,1644
429.0,Shadow Mismagius,Ghost,,108.0,171.0,109.0,23,0.64065295,1718
429.0,Shadow Mismagius,Ghost,,111.0,175.0,111.0,24,0.65443563,1793
429.0,Shadow Mismagius,Ghost,,113.0,179.0,114.0,25,0.667934,1868
429.0,Shadow Mismagius,Ghost,,115.0,182.0,116.0,26,0.6811649,1943
429.0,Shadow Mismagius,Ghost,,118.0,186.0,118.0,27,0.69414365,2017
429.0,Shadow Mismagius,Ghost,,120.0,189.0,120.0,28,0.7068842,2092
429.0,Shadow Mismagius,Ghost,,122.0,192.0,122.0,29,0.7193991,2167
429.0,Shadow Mismagius,Ghost,,124.0,196.0,124.0,30,0.7317,2242
429.0,Shadow Mismagius,Ghost,,125.0,197.0,126.0,31,0.7377695,2279
429.0,Shadow Mismagius,Ghost,,126.0,199.0,127.0,32,0.74378943,2316
429.0,Shadow Mismagius,Ghost,,127.0,201.0,128.0,33,0.74976104,2354
429.0,Shadow Mismagius,Ghost,,128.0,202.0,129.0,34,0.7556855,2391
429.0,Shadow Mismagius,Ghost,,129.0,204.0,130.0,35,0.76156384,2428
429.0,Shadow Mismagius,Ghost,,130.0,205.0,131.0,36,0.76739717,2466
429.0,Shadow Mismagius,Ghost,,131.0,207.0,132.0,37,0.7731865,2503
429.0,Shadow Mismagius,Ghost,,132.0,208.0,133.0,38,0.77893275,2541
429.0,Shadow Mismagius,Ghost,,133.0,210.0,134.0,39,0.784637,2578
429.0,Shadow Mismagius,Ghost,,134.0,211.0,135.0,40,0.7903,2615
429.0,Shadow Mismagius,Ghost,,135.0,213.0,135.0,41,0.79530001,2648
429.0,Shadow Mismagius,Ghost,,136.0,214.0,136.0,42,0.8003,2682
429.0,Shadow Mismagius,Ghost,,136.0,215.0,137.0,43,0.8053,2715
429.0,Shadow Mismagius,Ghost,,137.0,217.0,138.0,44,0.81029999,2749
429.0,Shadow Mismagius,Ghost,,138.0,218.0,139.0,45,0.81529999,2783
429.0,Shadow Mismagius,Ghost,,139.0,220.0,140.0,46,0.82029999,2818
429.0,Shadow Mismagius,Ghost,,140.0,221.0,140.0,47,0.82529999,2852
429.0,Shadow Mismagius,Ghost,,141.0,222.0,141.0,48,0.83029999,2887
429.0,Shadow Mismagius,Ghost,,142.0,224.0,142.0,49,0.83529999,2922
429.0,Shadow Mismagius,Ghost,,142.0,225.0,143.0,50,0.84029999,2957
429.0,Shadow Mismagius,Ghost,,143.0,226.0,144.0,51,0.84529999,2992
485.0,Heatran,Fire,Steel,21.0,25.0,21.0,1,0.094,53
485.0,Heatran,Fire,Steel,37.0,44.0,37.0,2,0.16639787,166
485.0,Heatran,Fire,Steel,48.0,57.0,49.0,3,0.21573247,279
485.0,Heatran,Fire,Steel,57.0,68.0,58.0,4,0.25572005,393
485.0,Heatran,Fire,Steel,65.0,77.0,66.0,5,0.29024988,506
485.0,Heatran,Fire,Steel,71.0,85.0,73.0,6,0.3210876,619
485.0,Heatran,Fire,Steel,78.0,92.0,79.0,7,0.34921268,733
485.0,Heatran,Fire,Steel,84.0,99.0,85.0,8,0.3752356,846
485.0,Heatran,Fire,Steel,89.0,106.0,91.0,9,0.39956728,959
485.0,Heatran,Fire,Steel,94.0,112.0,96.0,10,0.4225,1073
485.0,Heatran,Fire,Steel,99.0,117.0,101.0,11,0.44310755,1180
485.0,Heatran,Fire,Steel,103.0,123.0,105.0,12,0.4627984,1287
485.0,Heatran,Fire,Steel,107.0,128.0,109.0,13,0.48168495,1394
485.0,Heatran,Fire,Steel,111.0,132.0,113.0,14,0.49985844,1501
485.0,Heatran,Fire,Steel,115.0,137.0,117.0,15,0.51739395,1609
485.0,Heatran,Fire,Steel,119.0,142.0,121.0,16,0.5343543,1716
485.0,Heatran,Fire,Steel,123.0,146.0,125.0,17,0.5507927,1823
485.0,Heatran,Fire,Steel,126.0,150.0,129.0,18,0.5667545,1930
485.0,Heatran,Fire,Steel,130.0,154.0,132.0,19,0.5822789,2038
485.0,Heatran,Fire,Steel,133.0,158.0,136.0,20,0.5974,2145
485.0,Heatran,Fire,Steel,137.0,162.0,139.0,21,0.6121573,2252
485.0,Heatran,Fire,Steel,140.0,166.0,142.0,22,0.6265671,2359
485.0,Heatran,Fire,Steel,143.0,170.0,146.0,23,0.64065295,2467
485.0,Heatran,Fire,Steel,146.0,174.0,149.0,24,0.65443563,2574
485.0,Heatran,Fire,Steel,149.0,177.0,152.0,25,0.667934,2681
485.0,Heatran,Fire,Steel,152.0,181.0,155.0,26,0.6811649,2789
485.0,Heatran,Fire,Steel,155.0,184.0,158.0,27,0.69414365,2896
485.0,Heatran,Fire,Steel,158.0,188.0,161.0,28,0.7068842,3003
485.0,Heatran,Fire,Steel,161.0,191.0,164.0,29,0.7193991,3111
485.0,Heatran,Fire,Steel,163.0,194.0,166.0,30,0.7317,3218
485.0,Heatran,Fire,Steel,165.0,196.0,168.0,31,0.7377695,3272
485.0,Heatran,Fire,Steel,166.0,197.0,169.0,32,0.74378943,3325
485.0,Heatran,Fire,Steel,167.0,199.0,170.0,33,0.74976104,3379
485.0,Heatran,Fire,Steel,169.0,201.0,172.0,34,0.7556855,3432
485.0,Heatran,Fire,Steel,170.0,202.0,173.0,35,0.76156384,3486
485.0,Heatran,Fire,Steel,171.0,204.0,174.0,36,0.76739717,3540
485.0,Heatran,Fire,Steel,173.0,205.0,176.0,37,0.7731865,3593
485.0,Heatran,Fire,Steel,174.0,207.0,177.0,38,0.77893275,3647
485.0,Heatran,Fire,Steel,175.0,208.0,178.0,39,0.784637,3700
485.0,Heatran,Fire,Steel,177.0,210.0,180.0,40,0.7903,3754
485.0,Heatran,Fire,Steel,178.0,211.0,181.0,41,0.79530001,3802
485.0,Heatran,Fire,Steel,179.0,212.0,182.0,42,0.8003,3850
485.0,Heatran,Fire,Steel,180.0,214.0,183.0,43,0.8053,3898
485.0,Heatran,Fire,Steel,181.0,215.0,184.0,44,0.81029999,3946
485.0,Heatran,Fire,Steel,182.0,216.0,185.0,45,0.81529999,3995
485.0,Heatran,Fire,Steel,183.0,218.0,187.0,46,0.82029999,4044
485.0,Heatran,Fire,Steel,184.0,219.0,188.0,47,0.82529999,4094
485.0,Heatran,Fire,Steel,185.0,220.0,189.0,48,0.83029999,4144
485.0,Heatran,Fire,Steel,187.0,222.0,190.0,49,0.83529999,4194
485.0,Heatran,Fire,Steel,188.0,223.0,191.0,50,0.84029999,4244
485.0,Heatran,Fire,Steel,189.0,224.0,192.0,51,0.84529999,4295
210.0,Shadow Granbull,Fairy,,20.0,25.0,11.0,1,0.094,36
210.0,Shadow Granbull,Fairy,,36.0,44.0,20.0,2,0.16639787,113
210.0,Shadow Granbull,Fairy,,47.0,58.0,26.0,3,0.21573247,190
210.0,Shadow Granbull,Fairy,,56.0,68.0,31.0,4,0.25572005,267
210.0,Shadow Granbull,Fairy,,64.0,78.0,36.0,5,0.29024988,344
210.0,Shadow Granbull,Fairy,,71.0,86.0,39.0,6,0.3210876,421
210.0,Shadow Granbull,Fairy,,77.0,94.0,43.0,7,0.34921268,498
210.0,Shadow Granbull,Fairy,,83.0,101.0,46.0,8,0.3752356,575
210.0,Shadow Granbull,Fairy,,88.0,107.0,49.0,9,0.39956728,652
210.0,Shadow Granbull,Fairy,,93.0,113.0,52.0,10,0.4225,729
210.0,Shadow Granbull,Fairy,,98.0,119.0,55.0,11,0.44310755,802
210.0,Shadow Granbull,Fairy,,102.0,124.0,57.0,12,0.4627984,875
210.0,Shadow Granbull,Fairy,,106.0,129.0,59.0,13,0.48168495,948
210.0,Shadow Granbull,Fairy,,110.0,134.0,62.0,14,0.49985844,1021
210.0,Shadow Granbull,Fairy,,114.0,139.0,64.0,15,0.51739395,1094
210.0,Shadow Granbull,Fairy,,118.0,143.0,66.0,16,0.5343543,1166
210.0,Shadow Granbull,Fairy,,122.0,148.0,68.0,17,0.5507927,1239
210.0,Shadow Granbull,Fairy,,125.0,152.0,70.0,18,0.5667545,1312
210.0,Shadow Granbull,Fairy,,129.0,156.0,72.0,19,0.5822789,1385
210.0,Shadow Granbull,Fairy,,132.0,160.0,74.0,20,0.5974,1458
210.0,Shadow Granbull,Fairy,,135.0,164.0,76.0,21,0.6121573,1531
210.0,Shadow Granbull,Fairy,,139.0,168.0,77.0,22,0.6265671,1604
210.0,Shadow Granbull,Fairy,,142.0,172.0,79.0,23,0.64065295,1677
210.0,Shadow Granbull,Fairy,,145.0,176.0,81.0,24,0.65443563,1750
210.0,Shadow Granbull,Fairy,,148.0,179.0,82.0,25,0.667934,1823
210.0,Shadow Granbull,Fairy,,151.0,183.0,84.0,26,0.6811649,1896
210.0,Shadow Granbull,Fairy,,154.0,187.0,86.0,27,0.69414365,1969
210.0,Shadow Granbull,Fairy,,156.0,190.0,87.0,28,0.7068842,2042
210.0,Shadow Granbull,Fairy,,159.0,193.0,89.0,29,0.7193991,2115
210.0,Shadow Granbull,Fairy,,162.0,197.0,90.0,30,0.7317,2187
210.0,Shadow Granbull,Fairy,,163.0,198.0,91.0,31,0.7377695,2224
210.0,Shadow Granbull,Fairy,,165.0,200.0,92.0,32,0.74378943,2260
210.0,Shadow Granbull,Fairy,,166.0,201.0,93.0,33,0.74976104,2297
210.0,Shadow Granbull,Fairy,,167.0,203.0,93.0,34,0.7556855,2333
210.0,Shadow Granbull,Fairy,,169.0,205.0,94.0,35,0.76156384,2370
210.0,Shadow Granbull,Fairy,,170.0,206.0,95.0,36,0.76739717,2406
210.0,Shadow Granbull,Fairy,,171.0,208.0,96.0,37,0.7731865,2443
210.0,Shadow Granbull,Fairy,,172.0,209.0,96.0,38,0.77893275,2479
210.0,Shadow Granbull,Fairy,,174.0,211.0,97.0,39,0.784637,2516
210.0,Shadow Granbull,Fairy,,175.0,212.0,98.0,40,0.7903,2552
210.0,Shadow Granbull,Fairy,,176.0,214.0,98.0,41,0.79530001,2584
210.0,Shadow Granbull,Fairy,,177.0,215.0,99.0,42,0.8003,2617
210.0,Shadow Granbull,Fairy,,178.0,216.0,99.0,43,0.8053,2650
210.0,Shadow Granbull,Fairy,,179.0,218.0,100.0,44,0.81029999,2683
210.0,Shadow Granbull,Fairy,,180.0,219.0,101.0,45,0.81529999,2716
210.0,Shadow Granbull,Fairy,,182.0,220.0,101.0,46,0.82029999,2749
210.0,Shadow Granbull,Fairy,,183.0,222.0,102.0,47,0.82529999,2783
210.0,Shadow Granbull,Fairy,,184.0,223.0,103.0,48,0.83029999,2817
210.0,Shadow Granbull,Fairy,,185.0,225.0,103.0,49,0.83529999,2851
210.0,Shadow Granbull,Fairy,,186.0,226.0,104.0,50,0.84029999,2885
210.0,Shadow Granbull,Fairy,,187.0,227.0,104.0,51,0.84529999,2920
217.0,Shadow Ursaring,Normal,,20.0,28.0,12.0,1,0.094,41
217.0,Shadow Ursaring,Normal,,36.0,49.0,22.0,2,0.16639787,130
217.0,Shadow Ursaring,Normal,,47.0,64.0,29.0,3,0.21573247,219
217.0,Shadow Ursaring,Normal,,56.0,76.0,34.0,4,0.25572005,308
217.0,Shadow Ursaring,Normal,,64.0,86.0,39.0,5,0.29024988,397
217.0,Shadow Ursaring,Normal,,71.0,95.0,43.0,6,0.3210876,486
217.0,Shadow Ursaring,Normal,,77.0,104.0,47.0,7,0.34921268,575
217.0,Shadow Ursaring,Normal,,83.0,111.0,50.0,8,0.3752356,663
217.0,Shadow Ursaring,Normal,,88.0,119.0,53.0,9,0.39956728,752
217.0,Shadow Ursaring,Normal,,93.0,125.0,57.0,10,0.4225,841
217.0,Shadow Ursaring,Normal,,98.0,132.0,59.0,11,0.44310755,925
217.0,Shadow Ursaring,Normal,,102.0,138.0,62.0,12,0.4627984,1010
217.0,Shadow Ursaring,Normal,,106.0,143.0,65.0,13,0.48168495,1094
217.0,Shadow Ursaring,Normal,,110.0,149.0,67.0,14,0.49985844,1178
217.0,Shadow Ursaring,Normal,,114.0,154.0,69.0,15,0.51739395,1262
217.0,Shadow Ursaring,Normal,,118.0,159.0,72.0,16,0.5343543,1346
217.0,Shadow Ursaring,Normal,,122.0,164.0,74.0,17,0.5507927,1430
217.0,Shadow Ursaring,Normal,,125.0,169.0,76.0,18,0.5667545,1514
217.0,Shadow Ursaring,Normal,,129.0,173.0,78.0,19,0.5822789,1598
217.0,Shadow Ursaring,Normal,,132.0,178.0,80.0,20,0.5974,1682
217.0,Shadow Ursaring,Normal,,135.0,182.0,82.0,21,0.6121573,1767
217.0,Shadow Ursaring,Normal,,139.0,186.0,84.0,22,0.6265671,1851
217.0,Shadow Ursaring,Normal,,142.0,191.0,86.0,23,0.64065295,1935
217.0,Shadow Ursaring,Normal,,145.0,195.0,88.0,24,0.65443563,2019
217.0,Shadow Ursaring,Normal,,148.0,199.0,90.0,25,0.667934,2103
217.0,Shadow Ursaring,Normal,,151.0,203.0,91.0,26,0.6811649,2188
217.0,Shadow Ursaring,Normal,,154.0,206.0,93.0,27,0.69414365,2272
217.0,Shadow Ursaring,Normal,,156.0,210.0,95.0,28,0.7068842,2356
217.0,Shadow Ursaring,Normal,,159.0,214.0,97.0,29,0.7193991,2440
217.0,Shadow Ursaring,Normal,,162.0,218.0,98.0,30,0.7317,2524
217.0,Shadow Ursaring,Normal,,163.0,220.0,99.0,31,0.7377695,2566
217.0,Shadow Ursaring,Normal,,165.0,221.0,100.0,32,0.74378943,2608
217.0,Shadow Ursaring,Normal,,166.0,223.0,101.0,33,0.74976104,2650
217.0,Shadow Ursaring,Normal,,167.0,225.0,102.0,34,0.7556855,2692
217.0,Shadow Ursaring,Normal,,169.0,227.0,102.0,35,0.76156384,2735
217.0,Shadow Ursaring,Normal,,170.0,228.0,103.0,36,0.76739717,2777
217.0,Shadow Ursaring,Normal,,171.0,230.0,104.0,37,0.7731865,2819
217.0,Shadow Ursaring,Normal,,172.0,232.0,105.0,38,0.77893275,2861
217.0,Shadow Ursaring,Normal,,174.0,233.0,105.0,39,0.784637,2903
217.0,Shadow Ursaring,Normal,,175.0,235.0,106.0,40,0.7903,2945
217.0,Shadow Ursaring,Normal,,176.0,237.0,107.0,41,0.79530001,2982
217.0,Shadow Ursaring,Normal,,177.0,238.0,108.0,42,0.8003,3020
217.0,Shadow Ursaring,Normal,,178.0,240.0,108.0,43,0.8053,3058
217.0,Shadow Ursaring,Normal,,179.0,241.0,109.0,44,0.81029999,3096
217.0,Shadow Ursaring,Normal,,180.0,243.0,110.0,45,0.81529999,3134
217.0,Shadow Ursaring,Normal,,182.0,244.0,110.0,46,0.82029999,3173
217.0,Shadow Ursaring,Normal,,183.0,246.0,111.0,47,0.82529999,3211
217.0,Shadow Ursaring,Normal,,184.0,247.0,112.0,48,0.83029999,3251
217.0,Shadow Ursaring,Normal,,185.0,249.0,112.0,49,0.83529999,3290
217.0,Shadow Ursaring,Normal,,186.0,250.0,113.0,50,0.84029999,3329
217.0,Shadow Ursaring,Normal,,187.0,252.0,114.0,51,0.84529999,3369
99.0,Kingler,Water,,15.0,23.0,18.0,1,0.094,40
99.0,Kingler,Water,,26.0,42.0,32.0,2,0.16639787,125
99.0,Kingler,Water,,34.0,55.0,42.0,3,0.21573247,210
99.0,Kingler,Water,,41.0,65.0,50.0,4,0.25572005,296
99.0,Kingler,Water,,46.0,74.0,56.0,5,0.29024988,381
99.0,Kingler,Water,,51.0,81.0,62.0,6,0.3210876,467
99.0,Kingler,Water,,56.0,89.0,68.0,7,0.34921268,552
99.0,Kingler,Water,,60.0,95.0,73.0,8,0.3752356,637
99.0,Kingler,Water,,64.0,101.0,78.0,9,0.39956728,723
99.0,Kingler,Water,,68.0,107.0,82.0,10,0.4225,808
99.0,Kingler,Water,,71.0,112.0,86.0,11,0.44310755,889
99.0,Kingler,Water,,74.0,118.0,90.0,12,0.4627984,970
99.0,Kingler,Water,,77.0,122.0,94.0,13,0.48168495,1051
99.0,Kingler,Water,,80.0,127.0,97.0,14,0.49985844,1131
99.0,Kingler,Water,,83.0,131.0,101.0,15,0.51739395,1212
99.0,Kingler,Water,,86.0,136.0,104.0,16,0.5343543,1293
99.0,Kingler,Water,,88.0,140.0,107.0,17,0.5507927,1374
99.0,Kingler,Water,,91.0,144.0,111.0,18,0.5667545,1455
99.0,Kingler,Water,,93.0,148.0,114.0,19,0.5822789,1535
99.0,Kingler,Water,,96.0,152.0,117.0,20,0.5974,1616
99.0,Kingler,Water,,98.0,156.0,119.0,21,0.6121573,1697
99.0,Kingler,Water,,100.0,159.0,122.0,22,0.6265671,1778
99.0,Kingler,Water,,103.0,163.0,125.0,23,0.64065295,1859
99.0,Kingler,Water,,105.0,166.0,128.0,24,0.65443563,1940
99.0,Kingler,Water,,107.0,170.0,130.0,25,0.667934,2020
99.0,Kingler,Water,,109.0,173.0,133.0,26,0.6811649,2101
